trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
76,False,"{'a': 0.6, 'e': 0.6199999999999997}",20,0,-7.649306737729895,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
77,False,"{'a': 0.6, 'e': 0.6149999999999997}",20,0,-46.399407915947506,"{0: 12, 1: 5, 2: 2, 3: 1, 4: 0}",0
78,False,"{'a': 0.6, 'e': 0.6099999999999997}",30,10,5.336804056446348,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
79,False,"{'a': 0.6, 'e': 0.6049999999999996}",20,6,-69.44796893539899,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 1}",1
80,False,"{'a': 0.6, 'e': 0.5999999999999996}",30,0,-142.3914191675111,"{0: 22, 1: 2, 2: 2, 3: 1, 4: 3}",0
81,False,"{'a': 0.6, 'e': 0.5949999999999996}",20,8,-34.95823131940827,"{0: 7, 1: 1, 2: 4, 3: 0, 4: 0}",1
82,False,"{'a': 0.6, 'e': 0.5899999999999996}",25,5,-67.80602203902868,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",1
83,False,"{'a': 0.6, 'e': 0.5849999999999996}",25,2,-15.871140155205474,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 0}",1
84,False,"{'a': 0.6, 'e': 0.5799999999999996}",20,0,-84.43466435338021,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
85,False,"{'a': 0.6, 'e': 0.5749999999999996}",20,0,-104.11765837480264,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
86,False,"{'a': 0.6, 'e': 0.5699999999999996}",20,0,-84.86393297748943,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
87,False,"{'a': 0.6, 'e': 0.5649999999999996}",25,0,23.73109075297947,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
88,False,"{'a': 0.6, 'e': 0.5599999999999996}",35,19,-11.155102799249697,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
89,False,"{'a': 0.6, 'e': 0.5549999999999996}",20,7,-52.50468546520952,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
90,False,"{'a': 0.6, 'e': 0.5499999999999996}",25,2,-100.75969741506232,"{0: 15, 1: 4, 2: 2, 3: 0, 4: 2}",1
91,False,"{'a': 0.6, 'e': 0.5449999999999996}",30,14,-30.687638779113165,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
92,False,"{'a': 0.6, 'e': 0.5399999999999996}",30,18,-18.64772362859201,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
93,False,"{'a': 0.6, 'e': 0.5349999999999996}",25,2,-140.34910911003743,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 3}",1
94,False,"{'a': 0.6, 'e': 0.5299999999999996}",35,0,-216.42309708345744,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 5}",0
95,False,"{'a': 0.6, 'e': 0.5249999999999996}",20,15,-32.684049075107325,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
96,False,"{'a': 0.6, 'e': 0.5199999999999996}",25,1,-75.58291564980252,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 1}",1
97,False,"{'a': 0.6, 'e': 0.5149999999999996}",25,12,-7.455636530297502,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
98,False,"{'a': 0.6, 'e': 0.5099999999999996}",20,0,-39.43320075487968,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
99,False,"{'a': 0.6, 'e': 0.5049999999999996}",20,0,-41.998532916187756,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
100,False,"{'a': 0.6, 'e': 0.49999999999999956}",20,7,-13.679652642615004,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
101,False,"{'a': 0.6, 'e': 0.49499999999999955}",20,0,-7.588894553616949,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
102,False,"{'a': 0.6, 'e': 0.48999999999999955}",25,8,-33.58767293179293,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
103,False,"{'a': 0.6, 'e': 0.48499999999999954}",20,0,-40.58198400700447,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
104,False,"{'a': 0.6, 'e': 0.47999999999999954}",20,14,12.402982071942159,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.6, 'e': 0.47499999999999953}",30,16,-43.279906981232095,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
106,False,"{'a': 0.6, 'e': 0.46999999999999953}",30,22,-35.52192032257424,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
107,False,"{'a': 0.6, 'e': 0.4649999999999995}",30,9,29.405050916286008,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.6, 'e': 0.4599999999999995}",25,14,-3.938255020860856,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
109,False,"{'a': 0.6, 'e': 0.4549999999999995}",25,7,2.7802788039716764,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
110,False,"{'a': 0.6, 'e': 0.4499999999999995}",20,0,-62.66417760472483,"{0: 16, 1: 1, 2: 0, 3: 2, 4: 1}",0
111,False,"{'a': 0.6, 'e': 0.4449999999999995}",20,0,-99.8114537590852,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 3}",0
112,False,"{'a': 0.6, 'e': 0.4399999999999995}",20,0,7.5706413168195885,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
113,False,"{'a': 0.6, 'e': 0.4349999999999995}",20,8,-65.15036472446018,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 1}",1
114,False,"{'a': 0.6, 'e': 0.4299999999999995}",25,0,-8.341222089490163,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
115,False,"{'a': 0.6, 'e': 0.4249999999999995}",25,7,-10.85876440616532,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
116,False,"{'a': 0.6, 'e': 0.4199999999999995}",20,15,7.8277679867220895,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.6, 'e': 0.4149999999999995}",25,5,19.95492853251531,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
118,False,"{'a': 0.6, 'e': 0.4099999999999995}",20,11,-13.31999993918886,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
119,False,"{'a': 0.6, 'e': 0.40499999999999947}",25,13,-53.63057656018694,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
120,False,"{'a': 0.6, 'e': 0.39999999999999947}",20,14,10.322656405861494,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.6, 'e': 0.39499999999999946}",30,0,-72.17545407603401,"{0: 24, 1: 1, 2: 2, 3: 2, 4: 1}",0
122,False,"{'a': 0.6, 'e': 0.38999999999999946}",20,7,-43.72571919993682,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
123,False,"{'a': 0.6, 'e': 0.38499999999999945}",25,0,2.22956022995435,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
124,False,"{'a': 0.6, 'e': 0.37999999999999945}",25,2,-1.1627822904376728,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
125,False,"{'a': 0.6, 'e': 0.37499999999999944}",35,0,-12.54755911701845,"{0: 30, 1: 1, 2: 3, 3: 1, 4: 0}",0
126,False,"{'a': 0.6, 'e': 0.36999999999999944}",20,1,8.760562216177963,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
127,False,"{'a': 0.6, 'e': 0.36499999999999944}",20,1,3.755009520842776,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
128,False,"{'a': 0.6, 'e': 0.35999999999999943}",30,0,-66.47211095144591,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 2}",0
129,False,"{'a': 0.6, 'e': 0.3549999999999994}",20,4,-11.481740865481726,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
130,False,"{'a': 0.6, 'e': 0.3499999999999994}",20,8,-22.336883451725658,"{0: 10, 1: 0, 2: 0, 3: 2, 4: 0}",1
131,False,"{'a': 0.6, 'e': 0.3449999999999994}",30,22,15.02350023865051,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.6, 'e': 0.3399999999999994}",20,8,10.180711162882723,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
133,False,"{'a': 0.6, 'e': 0.3349999999999994}",25,14,19.759762116873507,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.6, 'e': 0.3299999999999994}",25,0,-44.21595124456835,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
135,False,"{'a': 0.6, 'e': 0.3249999999999994}",35,3,-44.641368583770245,"{0: 26, 1: 1, 2: 2, 3: 3, 4: 0}",1
136,False,"{'a': 0.6, 'e': 0.3199999999999994}",25,5,13.668153250255434,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
137,False,"{'a': 0.6, 'e': 0.3149999999999994}",25,0,19.958619928923138,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
138,False,"{'a': 0.6, 'e': 0.3099999999999994}",25,11,-39.86313273366749,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
139,False,"{'a': 0.6, 'e': 0.3049999999999994}",30,18,8.139378166010664,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
140,False,"{'a': 0.6, 'e': 0.2999999999999994}",25,19,12.104120378180898,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.6, 'e': 0.2949999999999994}",25,3,-58.07337835307902,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 2}",1
142,False,"{'a': 0.6, 'e': 0.28999999999999937}",30,16,-16.916914433823674,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
143,False,"{'a': 0.6, 'e': 0.28499999999999936}",20,8,8.125519432994189,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.6, 'e': 0.27999999999999936}",30,19,-14.425374090903652,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
145,False,"{'a': 0.6, 'e': 0.27499999999999936}",20,8,17.942345052703097,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.6, 'e': 0.26999999999999935}",35,24,8.172350285333918,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
147,False,"{'a': 0.6, 'e': 0.26499999999999935}",30,19,0.7266880605180581,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
148,False,"{'a': 0.6, 'e': 0.25999999999999934}",20,12,-5.474481373412106,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
149,False,"{'a': 0.6, 'e': 0.25499999999999934}",30,10,-42.00049305235862,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",1
150,False,"{'a': 0.6, 'e': 0.24999999999999933}",20,15,10.233474393100396,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.6, 'e': 0.24499999999999933}",30,9,0.3344352159100099,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 0}",1
152,False,"{'a': 0.6, 'e': 0.23999999999999932}",30,12,22.73825768495449,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.6, 'e': 0.23499999999999932}",25,17,16.045426462370138,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.6, 'e': 0.22999999999999932}",25,0,-11.021689264035647,"{0: 20, 1: 4, 2: 0, 3: 1, 4: 0}",0
155,False,"{'a': 0.6, 'e': 0.2249999999999993}",20,6,24.84940130924185,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.6, 'e': 0.2199999999999993}",25,15,9.62841451513057,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.6, 'e': 0.2149999999999993}",25,18,0.8727055905301786,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
158,False,"{'a': 0.6, 'e': 0.2099999999999993}",20,14,10.831571117570098,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.6, 'e': 0.2049999999999993}",25,13,23.17950250124322,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.6, 'e': 0.1999999999999993}",30,10,6.909680167550416,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
161,False,"{'a': 0.6, 'e': 0.19499999999999929}",20,4,18.266454713260288,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.6, 'e': 0.18999999999999928}",25,13,12.752643579415494,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.6, 'e': 0.18499999999999928}",25,17,6.020387715768004,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.6, 'e': 0.17999999999999927}",25,13,20.736703042172238,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.6, 'e': 0.17499999999999927}",20,15,3.094891519951714,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.6, 'e': 0.16999999999999926}",25,15,17.401984144254886,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.6, 'e': 0.16499999999999926}",25,18,12.889495049958727,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.6, 'e': 0.15999999999999925}",25,0,4.913822356955806,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
169,False,"{'a': 0.6, 'e': 0.15499999999999925}",20,9,13.401470434827605,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.6, 'e': 0.14999999999999925}",35,22,-29.905781608153376,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
171,False,"{'a': 0.6, 'e': 0.14499999999999924}",25,11,27.461023021900715,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.6, 'e': 0.13999999999999924}",30,16,-37.937636836640394,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
173,False,"{'a': 0.6, 'e': 0.13499999999999923}",20,2,26.531320886701454,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.6, 'e': 0.12999999999999923}",30,21,18.394159451411003,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.6, 'e': 0.12499999999999922}",30,22,13.348544462382565,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.6, 'e': 0.11999999999999922}",30,16,22.212989872439486,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.6, 'e': 0.11499999999999921}",25,0,34.015903534517875,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
178,False,"{'a': 0.6, 'e': 0.10999999999999921}",25,18,11.658988353153065,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.6, 'e': 0.1049999999999992}",25,16,7.867976471452252,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.6, 'e': 0.0999999999999992}",20,15,8.338416343891183,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.6, 'e': 0.0949999999999992}",20,0,22.45769420466996,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
182,False,"{'a': 0.6, 'e': 0.08999999999999919}",20,11,5.591165794837185,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
183,False,"{'a': 0.6, 'e': 0.08499999999999919}",20,16,7.946381380219688,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.6, 'e': 0.07999999999999918}",20,12,11.840144149133009,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.6, 'e': 0.07499999999999918}",35,22,27.623855740201925,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.6, 'e': 0.06999999999999917}",20,6,22.307552970598408,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
